date,region_code,contract_code,contract_name,calls_received,calls_answered,calls_answered_60s,calls_abandoned,calls_triaged,week_ending,pct_answered_60s,pct_abandoned,meets_60s_target
2026-02-08,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1268,1204,1114,1230,1227,2026-02-08,92.5,50.5,0
2026-02-08,East of England,111AH4,Mid & South Essex,1537,1463,1347,1489,1358,2026-02-08,92.1,50.4,0
2026-02-08,East of England,111AH7,North East Essex & Suffolk,1409,1344,1099,1362,1177,2026-02-08,81.8,50.3,0
2026-02-08,East of England,111AM1,West Essex & Hertfordshire,1688,1667,1461,1688,1560,2026-02-08,87.6,50.3,0
2026-02-08,London,111AD7,South East London,1649,1583,1279,1622,1474,2026-02-08,80.8,50.6,0
2026-02-08,London,111AH5,North East London,2124,2037,1670,2089,2125,2026-02-08,82.0,50.6,0
2026-02-08,London,111AJ1,North West London,2008,1922,1503,1967,1787,2026-02-08,78.2,50.6,0
2026-02-08,London,111AK9,South West London (PPG),1297,1259,1031,1276,1091,2026-02-08,81.9,50.3,0
2026-02-08,London,111AL9,North Central London (LAS),1222,1166,873,1198,1136,2026-02-08,74.9,50.7,0
2026-02-08,Midlands,111AL7,Midlands,11909,11884,11730,11909,10991,2026-02-08,98.7,50.1,1
2026-02-08,North East and Yorkshire,111AA1,North East,3687,3324,2913,3373,3026,2026-02-08,87.6,50.4,0
2026-02-08,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),7248,6631,6003,6901,6009,2026-02-08,90.5,51.0,0
2026-02-08,North West,111AJ3,North West including Blackpool (ML CSU),7010,6847,4889,7010,6734,2026-02-08,71.4,50.6,0
2026-02-08,South East,111AA6,Isle of Wight,264,234,164,256,233,2026-02-08,70.1,52.2,0
2026-02-08,South East,111AG9,Thames Valley,2950,2766,1001,2950,2625,2026-02-08,36.2,51.6,0
2026-02-08,South East,111AH9,Hampshire and Surrey Heath,2538,2370,898,2538,2193,2026-02-08,37.9,51.7,0
2026-02-08,South East,111AI2,Surrey Heartlands,1113,1050,829,1070,928,2026-02-08,79.0,50.5,0
2026-02-08,South East,111AI9,"Kent, Medway & Sussex",3777,3252,1835,3491,3252,2026-02-08,56.4,51.8,0
2026-02-08,South West,111AI4,Dorset (DHC),1210,1065,887,1081,999,2026-02-08,83.3,50.4,0
2026-02-08,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1366,1261,946,1281,1168,2026-02-08,75.0,50.4,0
2026-02-08,South West,111AL2,Devon (PPG),1507,1427,1156,1450,1308,2026-02-08,81.0,50.4,0
2026-02-08,South West,111AL3,Cornwall (HUC),808,800,717,808,676,2026-02-08,89.6,50.2,0
2026-02-08,South West,111AL5,Somerset (HUC),780,769,675,780,610,2026-02-08,87.8,50.4,0
2026-02-08,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1371,1281,1074,1321,1147,2026-02-08,83.8,50.8,0
2026-02-08,South West,111AL8,Gloucestershire (Trust/IC24),760,725,670,735,806,2026-02-08,92.4,50.3,0
2026-02-09,East of England,111AC5,Cambridgeshire and Peterborough,998,984,865,998,814,2026-02-15,87.9,50.4,0
2026-02-09,East of England,111AC7,Milton Keynes,301,301,294,301,296,2026-02-15,97.7,50.0,1
2026-02-09,East of England,111AG7,Luton and Bedfordshire,800,787,702,800,676,2026-02-15,89.2,50.4,0
2026-02-09,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,985,922,820,942,944,2026-02-15,88.9,50.5,0
2026-02-09,East of England,111AH4,Mid & South Essex,1102,1046,930,1057,992,2026-02-15,88.9,50.3,0
2026-02-09,East of England,111AH7,North East Essex & Suffolk,1063,997,887,1009,890,2026-02-15,89.0,50.3,0
2026-02-09,East of England,111AM1,West Essex & Hertfordshire,1444,1422,1272,1444,1273,2026-02-15,89.5,50.4,0
2026-02-09,London,111AD7,South East London,1540,1471,1145,1501,1405,2026-02-15,77.8,50.5,0
2026-02-09,London,111AH5,North East London,2207,2112,1679,2165,2163,2026-02-15,79.5,50.6,0
2026-02-09,London,111AJ1,North West London,1963,1874,1567,1915,1821,2026-02-15,83.6,50.5,0
2026-02-09,London,111AK9,South West London (PPG),1319,1279,1078,1290,1342,2026-02-15,84.3,50.2,0
2026-02-09,London,111AL9,North Central London (LAS),1302,1228,854,1267,1105,2026-02-15,69.5,50.8,0
2026-02-09,Midlands,111AL7,Midlands,10808,10781,10611,10808,10062,2026-02-15,98.4,50.1,1
2026-02-09,North East and Yorkshire,111AA1,North East,3762,2825,1735,3349,2662,2026-02-15,61.4,54.2,0
2026-02-09,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6556,4931,2088,5862,4640,2026-02-15,42.3,54.3,0
2026-02-09,North West,111AJ3,North West including Blackpool (ML CSU),6125,5654,2595,6125,5314,2026-02-15,45.9,52.0,0
2026-02-09,South East,111AA6,Isle of Wight,278,243,167,273,243,2026-02-15,68.7,52.9,0
2026-02-09,South East,111AG9,Thames Valley,2592,2109,423,2592,1965,2026-02-15,20.1,55.1,0
2026-02-09,South East,111AH9,Hampshire and Surrey Heath,2254,1848,417,2254,1730,2026-02-15,22.6,54.9,0
2026-02-09,South East,111AI2,Surrey Heartlands,818,780,699,794,670,2026-02-15,89.6,50.4,0
2026-02-09,South East,111AI9,"Kent, Medway & Sussex",3639,2954,1370,3319,2954,2026-02-15,46.4,52.9,0
2026-02-09,South West,111AI4,Dorset (DHC),1094,952,724,971,913,2026-02-15,76.1,50.5,0
2026-02-09,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1149,1081,848,1089,1069,2026-02-15,78.4,50.2,0
2026-02-09,South West,111AL2,Devon (PPG),1190,1119,1016,1126,1025,2026-02-15,90.8,50.2,0
2026-02-09,South West,111AL3,Cornwall (HUC),493,484,433,493,466,2026-02-15,89.5,50.5,0
2026-02-09,South West,111AL5,Somerset (HUC),590,582,516,590,482,2026-02-15,88.7,50.3,0
2026-02-09,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1151,1078,982,1107,966,2026-02-15,91.1,50.7,0
2026-02-09,South West,111AL8,Gloucestershire (Trust/IC24),646,603,506,619,581,2026-02-15,83.9,50.7,0
2026-02-10,East of England,111AC5,Cambridgeshire and Peterborough,901,872,710,901,742,2026-02-15,81.4,50.8,0
2026-02-10,East of England,111AC7,Milton Keynes,279,278,260,279,256,2026-02-15,93.5,50.1,0
2026-02-10,East of England,111AG7,Luton and Bedfordshire,705,686,554,705,591,2026-02-15,80.8,50.7,0
2026-02-10,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,700,639,518,674,663,2026-02-15,81.1,51.3,0
2026-02-10,East of England,111AH4,Mid & South Essex,963,884,700,929,808,2026-02-15,79.2,51.2,0
2026-02-10,East of England,111AH7,North East Essex & Suffolk,955,907,780,919,793,2026-02-15,86.0,50.3,0
2026-02-10,East of England,111AM1,West Essex & Hertfordshire,1197,1169,933,1197,1095,2026-02-15,79.8,50.6,0
2026-02-10,London,111AD7,South East London,1463,1371,1009,1423,1298,2026-02-15,73.6,50.9,0
2026-02-10,London,111AH5,North East London,2154,2017,1509,2111,2120,2026-02-15,74.8,51.1,0
2026-02-10,London,111AJ1,North West London,1858,1739,1248,1806,1625,2026-02-15,71.8,50.9,0
2026-02-10,London,111AK9,South West London (PPG),1131,1101,919,1115,1160,2026-02-15,83.5,50.3,0
2026-02-10,London,111AL9,North Central London (LAS),1134,1045,697,1102,942,2026-02-15,66.7,51.3,0
2026-02-10,Midlands,111AL7,Midlands,9713,9620,8925,9713,8971,2026-02-15,92.8,50.2,0
2026-02-10,North East and Yorkshire,111AA1,North East,3281,2620,2006,2886,2409,2026-02-15,76.6,52.4,0
2026-02-10,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6148,4791,2709,5564,4483,2026-02-15,56.5,53.7,0
2026-02-10,North West,111AJ3,North West including Blackpool (ML CSU),5509,4905,2020,5509,4686,2026-02-15,41.2,52.9,0
2026-02-10,South East,111AA6,Isle of Wight,282,232,122,274,236,2026-02-15,52.6,54.2,0
2026-02-10,South East,111AG9,Thames Valley,2344,2102,689,2344,1923,2026-02-15,32.8,52.7,0
2026-02-10,South East,111AH9,Hampshire and Surrey Heath,2237,1988,663,2237,1850,2026-02-15,33.4,52.9,0
2026-02-10,South East,111AI2,Surrey Heartlands,768,736,629,744,612,2026-02-15,85.5,50.3,0
2026-02-10,South East,111AI9,"Kent, Medway & Sussex",3268,2522,953,2987,2522,2026-02-15,37.8,54.2,0
2026-02-10,South West,111AI4,Dorset (DHC),926,797,681,805,779,2026-02-15,85.4,50.2,0
2026-02-10,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",855,803,607,816,803,2026-02-15,75.6,50.4,0
2026-02-10,South West,111AL2,Devon (PPG),1109,1037,909,1050,945,2026-02-15,87.7,50.3,0
2026-02-10,South West,111AL3,Cornwall (HUC),471,459,384,471,428,2026-02-15,83.7,50.6,0
2026-02-10,South West,111AL5,Somerset (HUC),546,522,412,546,426,2026-02-15,78.9,51.1,0
2026-02-10,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",962,902,778,925,824,2026-02-15,86.3,50.6,0
2026-02-10,South West,111AL8,Gloucestershire (Trust/IC24),432,394,331,414,399,2026-02-15,84.0,51.2,0
2026-02-11,East of England,111AC5,Cambridgeshire and Peterborough,909,889,769,909,727,2026-02-15,86.5,50.6,0
2026-02-11,East of England,111AC7,Milton Keynes,215,215,204,215,212,2026-02-15,94.9,50.0,0
2026-02-11,East of England,111AG7,Luton and Bedfordshire,731,714,639,731,606,2026-02-15,89.5,50.6,0
2026-02-11,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,885,842,829,848,864,2026-02-15,98.5,50.2,1
2026-02-11,East of England,111AH4,Mid & South Essex,941,894,872,905,851,2026-02-15,97.5,50.3,1
2026-02-11,East of England,111AH7,North East Essex & Suffolk,906,868,810,872,754,2026-02-15,93.3,50.1,0
2026-02-11,East of England,111AM1,West Essex & Hertfordshire,1210,1177,1040,1210,1052,2026-02-15,88.4,50.7,0
2026-02-11,London,111AD7,South East London,1324,1266,1073,1287,1174,2026-02-15,84.8,50.4,0
2026-02-11,London,111AH5,North East London,2033,1935,1652,1979,1950,2026-02-15,85.4,50.6,0
2026-02-11,London,111AJ1,North West London,1645,1577,1413,1599,1493,2026-02-15,89.6,50.3,0
2026-02-11,London,111AK9,South West London (PPG),1015,995,923,1000,1125,2026-02-15,92.8,50.1,0
2026-02-11,London,111AL9,North Central London (LAS),1168,1097,885,1128,977,2026-02-15,80.7,50.7,0
2026-02-11,Midlands,111AL7,Midlands,9464,9397,8961,9464,8798,2026-02-15,95.4,50.2,1
2026-02-11,North East and Yorkshire,111AA1,North East,2571,2177,1875,2268,1996,2026-02-15,86.1,51.0,0
2026-02-11,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5964,5114,3631,5536,4744,2026-02-15,71.0,52.0,0
2026-02-11,North West,111AJ3,North West including Blackpool (ML CSU),5236,4869,2475,5236,4820,2026-02-15,50.8,51.8,0
2026-02-11,South East,111AA6,Isle of Wight,235,208,157,225,211,2026-02-15,75.5,52.0,0
2026-02-11,South East,111AG9,Thames Valley,2377,1934,426,2377,1793,2026-02-15,22.0,55.1,0
2026-02-11,South East,111AH9,Hampshire and Surrey Heath,2017,1620,416,2017,1496,2026-02-15,25.7,55.5,0
2026-02-11,South East,111AI2,Surrey Heartlands,698,677,632,682,581,2026-02-15,93.4,50.2,0
2026-02-11,South East,111AI9,"Kent, Medway & Sussex",3334,2624,1261,3029,2624,2026-02-15,48.1,53.6,0
2026-02-11,South West,111AI4,Dorset (DHC),848,722,590,733,707,2026-02-15,81.7,50.4,0
2026-02-11,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",883,839,650,842,839,2026-02-15,77.5,50.1,0
2026-02-11,South West,111AL2,Devon (PPG),1121,1076,993,1081,967,2026-02-15,92.3,50.1,0
2026-02-11,South West,111AL3,Cornwall (HUC),443,433,393,443,411,2026-02-15,90.8,50.6,0
2026-02-11,South West,111AL5,Somerset (HUC),490,476,402,490,405,2026-02-15,84.5,50.7,0
2026-02-11,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",937,900,849,910,827,2026-02-15,94.3,50.3,0
2026-02-11,South West,111AL8,Gloucestershire (Trust/IC24),582,547,535,552,515,2026-02-15,97.8,50.2,1
2026-02-12,East of England,111AC5,Cambridgeshire and Peterborough,775,765,733,775,630,2026-02-15,95.8,50.3,1
2026-02-12,East of England,111AC7,Milton Keynes,228,227,219,228,218,2026-02-15,96.5,50.1,1
2026-02-12,East of England,111AG7,Luton and Bedfordshire,665,663,634,665,570,2026-02-15,95.6,50.1,1
2026-02-12,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,869,825,810,834,849,2026-02-15,98.2,50.3,1
2026-02-12,East of England,111AH4,Mid & South Essex,973,928,913,936,903,2026-02-15,98.4,50.2,1
2026-02-12,East of England,111AH7,North East Essex & Suffolk,1043,1000,893,1009,883,2026-02-15,89.3,50.2,0
2026-02-12,East of England,111AM1,West Essex & Hertfordshire,1100,1082,1050,1100,965,2026-02-15,97.0,50.4,1
2026-02-12,London,111AD7,South East London,1351,1308,1180,1317,1261,2026-02-15,90.2,50.2,0
2026-02-12,London,111AH5,North East London,1797,1731,1564,1756,1765,2026-02-15,90.4,50.4,0
2026-02-12,London,111AJ1,North West London,1629,1573,1399,1585,1493,2026-02-15,88.9,50.2,0
2026-02-12,London,111AK9,South West London (PPG),1034,1003,907,1009,1059,2026-02-15,90.4,50.1,0
2026-02-12,London,111AL9,North Central London (LAS),1064,1029,926,1042,958,2026-02-15,90.0,50.3,0
2026-02-12,Midlands,111AL7,Midlands,8871,8843,8493,8871,8366,2026-02-15,96.0,50.1,1
2026-02-12,North East and Yorkshire,111AA1,North East,2776,2340,2115,2387,2210,2026-02-15,90.4,50.5,0
2026-02-12,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5311,4641,3819,4900,4172,2026-02-15,82.3,51.4,0
2026-02-12,North West,111AJ3,North West including Blackpool (ML CSU),4990,4589,2073,4990,4356,2026-02-15,45.2,52.1,0
2026-02-12,South East,111AA6,Isle of Wight,215,200,183,210,198,2026-02-15,91.5,51.2,0
2026-02-12,South East,111AG9,Thames Valley,2225,1990,748,2225,1864,2026-02-15,37.6,52.8,0
2026-02-12,South East,111AH9,Hampshire and Surrey Heath,2147,1927,735,2147,1782,2026-02-15,38.1,52.7,0
2026-02-12,South East,111AI2,Surrey Heartlands,674,648,570,655,577,2026-02-15,88.0,50.3,0
2026-02-12,South East,111AI9,"Kent, Medway & Sussex",2862,2479,1713,2615,2479,2026-02-15,69.1,51.3,0
2026-02-12,South West,111AI4,Dorset (DHC),832,719,633,725,692,2026-02-15,88.0,50.2,0
2026-02-12,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",938,899,686,906,888,2026-02-15,76.3,50.2,0
2026-02-12,South West,111AL2,Devon (PPG),1056,991,872,998,884,2026-02-15,88.0,50.2,0
2026-02-12,South West,111AL3,Cornwall (HUC),490,482,457,490,448,2026-02-15,94.8,50.4,0
2026-02-12,South West,111AL5,Somerset (HUC),486,483,466,486,410,2026-02-15,96.5,50.2,1
2026-02-12,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",848,814,734,824,757,2026-02-15,90.2,50.3,0
2026-02-12,South West,111AL8,Gloucestershire (Trust/IC24),565,532,514,536,515,2026-02-15,96.6,50.2,1
2026-02-13,East of England,111AC5,Cambridgeshire and Peterborough,875,857,755,875,684,2026-02-15,88.1,50.5,0
2026-02-13,East of England,111AC7,Milton Keynes,226,225,221,226,221,2026-02-15,98.2,50.1,1
2026-02-13,East of England,111AG7,Luton and Bedfordshire,659,648,575,659,562,2026-02-15,88.7,50.4,0
2026-02-13,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,895,852,829,861,903,2026-02-15,97.3,50.3,1
2026-02-13,East of England,111AH4,Mid & South Essex,972,940,914,943,904,2026-02-15,97.2,50.1,1
2026-02-13,East of England,111AH7,North East Essex & Suffolk,928,896,734,907,835,2026-02-15,81.9,50.3,0
2026-02-13,East of England,111AM1,West Essex & Hertfordshire,1188,1175,1032,1188,1068,2026-02-15,87.8,50.3,0
2026-02-13,London,111AD7,South East London,1395,1344,1196,1371,1298,2026-02-15,89.0,50.5,0
2026-02-13,London,111AH5,North East London,2011,1923,1710,1966,1912,2026-02-15,88.9,50.6,0
2026-02-13,London,111AJ1,North West London,1612,1536,1291,1565,1451,2026-02-15,84.0,50.5,0
2026-02-13,London,111AK9,South West London (PPG),1108,1076,920,1088,1079,2026-02-15,85.5,50.3,0
2026-02-13,London,111AL9,North Central London (LAS),1128,1064,930,1098,977,2026-02-15,87.4,50.8,0
2026-02-13,Midlands,111AL7,Midlands,8912,8857,8411,8912,8426,2026-02-15,95.0,50.2,1
2026-02-13,North East and Yorkshire,111AA1,North East,2944,2346,1680,2634,2197,2026-02-15,71.6,52.9,0
2026-02-13,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5286,4621,3712,4881,4154,2026-02-15,80.3,51.4,0
2026-02-13,North West,111AJ3,North West including Blackpool (ML CSU),5185,4850,3304,5185,4600,2026-02-15,68.1,51.7,0
2026-02-13,South East,111AA6,Isle of Wight,209,187,144,196,191,2026-02-15,77.0,51.2,0
2026-02-13,South East,111AG9,Thames Valley,2190,1983,1203,2190,1826,2026-02-15,60.7,52.5,0
2026-02-13,South East,111AH9,Hampshire and Surrey Heath,1934,1776,1099,1934,1672,2026-02-15,61.9,52.1,0
2026-02-13,South East,111AI2,Surrey Heartlands,695,674,568,682,600,2026-02-15,84.3,50.3,0
2026-02-13,South East,111AI9,"Kent, Medway & Sussex",3147,2449,1233,2879,2449,2026-02-15,50.3,54.0,0
2026-02-13,South West,111AI4,Dorset (DHC),922,780,637,797,770,2026-02-15,81.7,50.5,0
2026-02-13,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",876,822,599,836,793,2026-02-15,72.9,50.4,0
2026-02-13,South West,111AL2,Devon (PPG),1098,1041,875,1065,926,2026-02-15,84.1,50.6,0
2026-02-13,South West,111AL3,Cornwall (HUC),468,456,393,468,398,2026-02-15,86.2,50.6,0
2026-02-13,South West,111AL5,Somerset (HUC),501,497,434,501,421,2026-02-15,87.3,50.2,0
2026-02-13,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",927,881,770,903,789,2026-02-15,87.4,50.6,0
2026-02-13,South West,111AL8,Gloucestershire (Trust/IC24),526,503,488,509,490,2026-02-15,97.0,50.3,1
2026-02-14,East of England,111AC5,Cambridgeshire and Peterborough,1194,1181,1071,1194,935,2026-02-15,90.7,50.3,0
2026-02-14,East of England,111AC7,Milton Keynes,241,241,240,241,242,2026-02-15,99.6,50.0,1
2026-02-14,East of England,111AG7,Luton and Bedfordshire,859,838,751,859,747,2026-02-15,89.6,50.6,0
2026-02-14,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1287,1237,1182,1253,1300,2026-02-15,95.6,50.3,1
2026-02-14,East of England,111AH4,Mid & South Essex,1607,1509,1420,1523,1448,2026-02-15,94.1,50.2,0
2026-02-14,East of England,111AH7,North East Essex & Suffolk,1538,1498,1446,1508,1339,2026-02-15,96.5,50.2,1
2026-02-14,East of England,111AM1,West Essex & Hertfordshire,1775,1743,1610,1775,1721,2026-02-15,92.4,50.5,0
2026-02-14,London,111AD7,South East London,1673,1628,1492,1643,1497,2026-02-15,91.6,50.2,0
2026-02-14,London,111AH5,North East London,2169,2101,1938,2125,2136,2026-02-15,92.2,50.3,0
2026-02-14,London,111AJ1,North West London,2145,2057,1948,2086,1918,2026-02-15,94.7,50.3,0
2026-02-14,London,111AK9,South West London (PPG),1476,1442,1408,1446,1480,2026-02-15,97.6,50.1,1
2026-02-14,London,111AL9,North Central London (LAS),1262,1217,1090,1228,1166,2026-02-15,89.6,50.2,0
2026-02-14,Midlands,111AL7,Midlands,12176,12159,12093,12176,11636,2026-02-15,99.5,50.0,1
2026-02-14,North East and Yorkshire,111AA1,North East,3774,3245,2589,3382,3019,2026-02-15,79.8,51.0,0
2026-02-14,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),7322,6646,5640,6912,6143,2026-02-15,84.9,51.0,0
2026-02-14,North West,111AJ3,North West including Blackpool (ML CSU),7335,6956,3896,7335,6831,2026-02-15,56.0,51.3,0
2026-02-14,South East,111AA6,Isle of Wight,285,231,124,273,235,2026-02-15,53.7,54.2,0
2026-02-14,South East,111AG9,Thames Valley,2979,2853,2061,2979,2672,2026-02-15,72.2,51.1,0
2026-02-14,South East,111AH9,Hampshire and Surrey Heath,2571,2435,1782,2571,2284,2026-02-15,73.2,51.4,0
2026-02-14,South East,111AI2,Surrey Heartlands,1103,1071,1035,1075,970,2026-02-15,96.6,50.1,1
2026-02-14,South East,111AI9,"Kent, Medway & Sussex",4107,3458,1665,3819,3458,2026-02-15,48.1,52.5,0
2026-02-14,South West,111AI4,Dorset (DHC),1198,1030,766,1049,1051,2026-02-15,74.4,50.5,0
2026-02-14,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1350,1297,1095,1304,1230,2026-02-15,84.4,50.1,0
2026-02-14,South West,111AL2,Devon (PPG),1749,1691,1634,1698,1543,2026-02-15,96.6,50.1,1
2026-02-14,South West,111AL3,Cornwall (HUC),910,895,823,910,766,2026-02-15,92.0,50.4,0
2026-02-14,South West,111AL5,Somerset (HUC),769,752,685,769,622,2026-02-15,91.1,50.6,0
2026-02-14,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1306,1266,1227,1283,1194,2026-02-15,96.9,50.3,1
2026-02-14,South West,111AL8,Gloucestershire (Trust/IC24),883,840,789,853,903,2026-02-15,93.9,50.4,0
2026-02-15,East of England,111AC5,Cambridgeshire and Peterborough,1163,1143,1032,1163,879,2026-02-15,90.3,50.4,0
2026-02-15,East of England,111AC7,Milton Keynes,232,232,227,232,223,2026-02-15,97.8,50.0,1
2026-02-15,East of England,111AG7,Luton and Bedfordshire,802,792,710,802,723,2026-02-15,89.6,50.3,0
2026-02-15,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1220,1167,1115,1182,1138,2026-02-15,95.5,50.3,1
2026-02-15,East of England,111AH4,Mid & South Essex,1391,1340,1292,1346,1286,2026-02-15,96.4,50.1,1
2026-02-15,East of England,111AH7,North East Essex & Suffolk,1292,1242,1032,1259,1072,2026-02-15,83.1,50.3,0
2026-02-15,East of England,111AM1,West Essex & Hertfordshire,1528,1512,1365,1528,1405,2026-02-15,90.3,50.3,0
2026-02-15,London,111AD7,South East London,1493,1449,1390,1459,1345,2026-02-15,95.9,50.2,1
2026-02-15,London,111AH5,North East London,1930,1879,1787,1892,1983,2026-02-15,95.1,50.2,1
2026-02-15,London,111AJ1,North West London,1813,1752,1543,1771,1629,2026-02-15,88.1,50.3,0
2026-02-15,London,111AK9,South West London (PPG),1333,1295,1069,1309,1335,2026-02-15,82.5,50.3,0
2026-02-15,London,111AL9,North Central London (LAS),1096,1052,1002,1066,1024,2026-02-15,95.2,50.3,1
2026-02-15,Midlands,111AL7,Midlands,10823,10801,10509,10823,10292,2026-02-15,97.3,50.1,1
2026-02-15,North East and Yorkshire,111AA1,North East,3485,3128,3002,3152,2918,2026-02-15,96.0,50.2,1
2026-02-15,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6707,5981,4882,6249,5270,2026-02-15,81.6,51.1,0
2026-02-15,North West,111AJ3,North West including Blackpool (ML CSU),6456,5940,2605,6456,5865,2026-02-15,43.9,52.1,0
2026-02-15,South East,111AA6,Isle of Wight,303,266,156,295,268,2026-02-15,58.6,52.6,0
2026-02-15,South East,111AG9,Thames Valley,2577,2521,2210,2577,2341,2026-02-15,87.7,50.5,0
2026-02-15,South East,111AH9,Hampshire and Surrey Heath,2326,2279,1992,2326,2146,2026-02-15,87.4,50.5,0
2026-02-15,South East,111AI2,Surrey Heartlands,1016,984,792,994,869,2026-02-15,80.5,50.3,0
2026-02-15,South East,111AI9,"Kent, Medway & Sussex",3646,3007,1375,3387,3007,2026-02-15,45.7,53.0,0
2026-02-15,South West,111AI4,Dorset (DHC),1076,937,846,951,918,2026-02-15,90.3,50.4,0
2026-02-15,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1290,1238,911,1261,1144,2026-02-15,73.6,50.5,0
2026-02-15,South West,111AL2,Devon (PPG),1547,1498,1227,1512,1345,2026-02-15,81.9,50.2,0
2026-02-15,South West,111AL3,Cornwall (HUC),855,847,767,855,697,2026-02-15,90.6,50.2,0
2026-02-15,South West,111AL5,Somerset (HUC),670,667,584,670,543,2026-02-15,87.6,50.1,0
2026-02-15,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1195,1140,919,1167,1098,2026-02-15,80.6,50.6,0
2026-02-15,South West,111AL8,Gloucestershire (Trust/IC24),757,723,696,733,783,2026-02-15,96.3,50.3,1
2026-02-16,East of England,111AC5,Cambridgeshire and Peterborough,940,934,915,940,805,2026-02-22,98.0,50.2,1
2026-02-16,East of England,111AC7,Milton Keynes,235,235,235,235,230,2026-02-22,100.0,50.0,1
2026-02-16,East of England,111AG7,Luton and Bedfordshire,741,737,720,741,630,2026-02-22,97.7,50.1,1
2026-02-16,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,913,866,804,876,900,2026-02-22,92.8,50.3,0
2026-02-16,East of England,111AH4,Mid & South Essex,1025,972,903,987,932,2026-02-22,92.9,50.4,0
2026-02-16,East of England,111AH7,North East Essex & Suffolk,995,945,747,960,852,2026-02-22,79.0,50.4,0
2026-02-16,East of England,111AM1,West Essex & Hertfordshire,1233,1222,1194,1233,1098,2026-02-22,97.7,50.2,1
2026-02-16,London,111AD7,South East London,1416,1364,1306,1378,1332,2026-02-22,95.7,50.3,1
2026-02-16,London,111AH5,North East London,2086,2023,1928,2046,2052,2026-02-22,95.3,50.3,1
2026-02-16,London,111AJ1,North West London,1793,1725,1584,1746,1629,2026-02-22,91.8,50.3,0
2026-02-16,London,111AK9,South West London (PPG),1211,1163,979,1185,1216,2026-02-22,84.2,50.5,0
2026-02-16,London,111AL9,North Central London (LAS),1139,1077,1012,1097,970,2026-02-22,94.0,50.5,0
2026-02-16,Midlands,111AL7,Midlands,9665,9650,9625,9665,9108,2026-02-22,99.7,50.0,1
2026-02-16,North East and Yorkshire,111AA1,North East,3587,2680,1863,3124,2575,2026-02-22,69.5,53.8,0
2026-02-16,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5882,4787,3510,5388,4323,2026-02-22,73.3,53.0,0
2026-02-16,North West,111AJ3,North West including Blackpool (ML CSU),5459,5218,3360,5459,4946,2026-02-22,64.4,51.1,0
2026-02-16,South East,111AA6,Isle of Wight,279,240,161,268,248,2026-02-22,67.1,52.8,0
2026-02-16,South East,111AG9,Thames Valley,2372,2013,549,2372,1855,2026-02-22,27.3,54.1,0
2026-02-16,South East,111AH9,Hampshire and Surrey Heath,2108,1762,546,2108,1666,2026-02-22,31.0,54.5,0
2026-02-16,South East,111AI2,Surrey Heartlands,753,721,581,738,614,2026-02-22,80.6,50.6,0
2026-02-16,South East,111AI9,"Kent, Medway & Sussex",3307,2778,1629,3036,2778,2026-02-22,58.6,52.2,0
2026-02-16,South West,111AI4,Dorset (DHC),1028,889,785,905,863,2026-02-22,88.3,50.4,0
2026-02-16,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",985,934,670,942,897,2026-02-22,71.7,50.2,0
