date,region_code,contract_code,contract_name,calls_received,calls_answered,calls_answered_60s,calls_abandoned,calls_triaged,week_ending,pct_answered_60s,pct_abandoned,meets_60s_target
2025-12-10,Midlands,111AL7,Midlands,9869,9767,9165,9869,9168,2025-12-14,93.8,50.3,0
2025-12-10,North East and Yorkshire,111AA1,North East,3399,2764,2040,3013,2468,2025-12-14,73.8,52.2,0
2025-12-10,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6344,5259,3909,5497,4710,2025-12-14,74.3,51.1,0
2025-12-10,North West,111AJ3,North West including Blackpool (ML CSU),5744,5142,2626,5744,4915,2025-12-14,51.1,52.8,0
2025-12-10,South East,111AA6,Isle of Wight,272,232,184,243,235,2025-12-14,79.3,51.2,0
2025-12-10,South East,111AG9,Thames Valley,2254,2131,1276,2254,1971,2025-12-14,59.9,51.4,0
2025-12-10,South East,111AH9,Hampshire and Surrey Heath,1986,1886,1104,1986,1772,2025-12-14,58.5,51.3,0
2025-12-10,South East,111AI2,Surrey Heartlands,800,711,548,724,612,2025-12-14,77.1,50.5,0
2025-12-10,South East,111AI9,"Kent, Medway & Sussex",3512,2906,1554,3170,2906,2025-12-14,53.5,52.2,0
2025-12-10,South West,111AI4,Dorset (DHC),880,752,666,765,727,2025-12-14,88.6,50.4,0
2025-12-10,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1080,999,667,1009,945,2025-12-14,66.8,50.2,0
2025-12-10,South West,111AL2,Devon (PPG),1180,1069,832,1084,955,2025-12-14,77.8,50.3,0
2025-12-10,South West,111AL3,Cornwall (HUC),500,482,406,500,461,2025-12-14,84.2,50.9,0
2025-12-10,South West,111AL5,Somerset (HUC),535,516,433,535,433,2025-12-14,83.9,50.9,0
2025-12-10,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1003,921,742,946,853,2025-12-14,80.6,50.7,0
2025-12-10,South West,111AL8,Gloucestershire (Trust/IC24),601,548,468,557,530,2025-12-14,85.4,50.4,0
2025-12-11,East of England,111AC5,Cambridgeshire and Peterborough,1040,1007,888,1040,777,2025-12-14,88.2,50.8,0
2025-12-11,East of England,111AC7,Milton Keynes,201,201,200,201,194,2025-12-14,99.5,50.0,1
2025-12-11,East of England,111AG7,Luton and Bedfordshire,731,715,625,731,573,2025-12-14,87.4,50.6,0
2025-12-11,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,873,785,475,837,792,2025-12-14,60.5,51.6,0
2025-12-11,East of England,111AH4,Mid & South Essex,1200,1082,601,1156,1028,2025-12-14,55.5,51.7,0
2025-12-11,East of England,111AH7,North East Essex & Suffolk,829,756,529,782,673,2025-12-14,70.0,50.8,0
2025-12-11,East of England,111AM1,West Essex & Hertfordshire,1130,1099,974,1130,1012,2025-12-14,88.6,50.7,0
2025-12-11,London,111AD7,South East London,1458,1410,1333,1417,1341,2025-12-14,94.5,50.1,0
2025-12-11,London,111AH5,North East London,2140,2080,1986,2095,2153,2025-12-14,95.5,50.2,1
2025-12-11,London,111AJ1,North West London,1781,1706,1432,1729,1659,2025-12-14,83.9,50.3,0
2025-12-11,London,111AK9,South West London (PPG),1141,1079,780,1110,1138,2025-12-14,72.3,50.7,0
2025-12-11,London,111AL9,North Central London (LAS),1164,1090,1023,1115,968,2025-12-14,93.9,50.6,0
2025-12-11,Midlands,111AL7,Midlands,9757,9743,9694,9757,9098,2025-12-14,99.5,50.0,1
2025-12-11,North East and Yorkshire,111AA1,North East,3198,2835,2464,2918,2531,2025-12-14,86.9,50.7,0
2025-12-11,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6167,4750,3751,5023,4426,2025-12-14,79.0,51.4,0
2025-12-11,North West,111AJ3,North West including Blackpool (ML CSU),5730,4973,1929,5730,4824,2025-12-14,38.8,53.5,0
2025-12-11,South East,111AA6,Isle of Wight,233,195,126,221,206,2025-12-14,64.6,53.1,0
2025-12-11,South East,111AG9,Thames Valley,2200,2070,1270,2200,1917,2025-12-14,61.4,51.5,0
2025-12-11,South East,111AH9,Hampshire and Surrey Heath,1935,1812,1101,1935,1688,2025-12-14,60.8,51.6,0
2025-12-11,South East,111AI2,Surrey Heartlands,756,676,457,694,595,2025-12-14,67.6,50.7,0
2025-12-11,South East,111AI9,"Kent, Medway & Sussex",3333,2546,864,2991,2546,2025-12-14,33.9,54.0,0
2025-12-11,South West,111AI4,Dorset (DHC),908,767,581,793,732,2025-12-14,75.7,50.8,0
2025-12-11,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1004,916,573,937,910,2025-12-14,62.6,50.6,0
2025-12-11,South West,111AL2,Devon (PPG),1181,1089,778,1127,1004,2025-12-14,71.4,50.9,0
2025-12-11,South West,111AL3,Cornwall (HUC),480,462,399,480,399,2025-12-14,86.4,51.0,0
2025-12-11,South West,111AL5,Somerset (HUC),489,478,416,489,398,2025-12-14,87.0,50.6,0
2025-12-11,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",981,897,625,929,825,2025-12-14,69.7,50.9,0
2025-12-11,South West,111AL8,Gloucestershire (Trust/IC24),617,540,329,579,501,2025-12-14,60.9,51.7,0
2025-12-12,East of England,111AC5,Cambridgeshire and Peterborough,1031,999,842,1031,794,2025-12-14,84.3,50.8,0
2025-12-12,East of England,111AC7,Milton Keynes,236,236,228,236,224,2025-12-14,96.6,50.0,1
2025-12-12,East of England,111AG7,Luton and Bedfordshire,784,753,645,784,646,2025-12-14,85.7,51.0,0
2025-12-12,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,911,811,560,867,838,2025-12-14,69.1,51.7,0
2025-12-12,East of England,111AH4,Mid & South Essex,1099,1015,674,1070,965,2025-12-14,66.4,51.3,0
2025-12-12,East of England,111AH7,North East Essex & Suffolk,1005,909,717,930,810,2025-12-14,78.9,50.6,0
2025-12-12,East of England,111AM1,West Essex & Hertfordshire,1236,1181,985,1236,1157,2025-12-14,83.4,51.1,0
2025-12-12,London,111AD7,South East London,1597,1530,1326,1558,1426,2025-12-14,86.7,50.5,0
2025-12-12,London,111AH5,North East London,2213,2140,1823,2175,2135,2025-12-14,85.2,50.4,0
2025-12-12,London,111AJ1,North West London,1909,1819,1492,1853,1759,2025-12-14,82.0,50.5,0
2025-12-12,London,111AK9,South West London (PPG),1223,1182,967,1201,1226,2025-12-14,81.8,50.4,0
2025-12-12,London,111AL9,North Central London (LAS),1239,1173,953,1197,1064,2025-12-14,81.2,50.5,0
2025-12-12,Midlands,111AL7,Midlands,10128,10085,9776,10128,9526,2025-12-14,96.9,50.1,1
2025-12-12,North East and Yorkshire,111AA1,North East,3326,2558,1445,2972,2383,2025-12-14,56.5,53.7,0
2025-12-12,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6110,4749,4265,5046,4317,2025-12-14,89.8,51.5,0
2025-12-12,North West,111AJ3,North West including Blackpool (ML CSU),6374,5397,1971,6374,5153,2025-12-14,36.5,54.2,0
2025-12-12,South East,111AA6,Isle of Wight,244,218,186,224,222,2025-12-14,85.3,50.7,0
2025-12-12,South East,111AG9,Thames Valley,2245,2128,1378,2245,1984,2025-12-14,64.8,51.3,0
2025-12-12,South East,111AH9,Hampshire and Surrey Heath,2088,1974,1325,2088,1848,2025-12-14,67.1,51.4,0
2025-12-12,South East,111AI2,Surrey Heartlands,825,756,615,768,668,2025-12-14,81.3,50.4,0
2025-12-12,South East,111AI9,"Kent, Medway & Sussex",3495,2917,1434,3204,2917,2025-12-14,49.2,52.3,0
2025-12-12,South West,111AI4,Dorset (DHC),836,694,596,714,677,2025-12-14,85.9,50.7,0
2025-12-12,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",894,815,608,835,799,2025-12-14,74.6,50.6,0
2025-12-12,South West,111AL2,Devon (PPG),1188,1105,884,1123,1007,2025-12-14,80.0,50.4,0
2025-12-12,South West,111AL3,Cornwall (HUC),463,439,367,463,411,2025-12-14,83.6,51.3,0
2025-12-12,South West,111AL5,Somerset (HUC),572,556,456,572,439,2025-12-14,82.0,50.7,0
2025-12-12,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1097,1031,830,1051,947,2025-12-14,80.5,50.5,0
2025-12-12,South West,111AL8,Gloucestershire (Trust/IC24),609,541,379,567,527,2025-12-14,70.1,51.2,0
2025-12-13,East of England,111AC5,Cambridgeshire and Peterborough,1431,1399,1295,1431,1119,2025-12-14,92.6,50.6,0
2025-12-13,East of England,111AC7,Milton Keynes,272,272,269,272,251,2025-12-14,98.9,50.0,1
2025-12-13,East of England,111AG7,Luton and Bedfordshire,977,958,914,977,841,2025-12-14,95.4,50.5,1
2025-12-13,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1569,1433,916,1518,1412,2025-12-14,63.9,51.4,0
2025-12-13,East of England,111AH4,Mid & South Essex,1870,1717,1118,1806,1647,2025-12-14,65.1,51.3,0
2025-12-13,East of England,111AH7,North East Essex & Suffolk,1612,1492,1447,1496,1317,2025-12-14,97.0,50.1,1
2025-12-13,East of England,111AM1,West Essex & Hertfordshire,1915,1893,1780,1915,1866,2025-12-14,94.0,50.3,0
2025-12-13,London,111AD7,South East London,2056,1999,1649,2025,1854,2025-12-14,82.5,50.3,0
2025-12-13,London,111AH5,North East London,2756,2680,2272,2710,2734,2025-12-14,84.8,50.3,0
2025-12-13,London,111AJ1,North West London,2486,2388,2021,2424,2259,2025-12-14,84.6,50.4,0
2025-12-13,London,111AK9,South West London (PPG),1771,1730,1616,1737,1756,2025-12-14,93.4,50.1,0
2025-12-13,London,111AL9,North Central London (LAS),1672,1589,1203,1617,1479,2025-12-14,75.7,50.4,0
2025-12-13,Midlands,111AL7,Midlands,14004,13984,13879,14004,13332,2025-12-14,99.2,50.0,1
2025-12-13,North East and Yorkshire,111AA1,North East,4210,3655,2701,3812,3416,2025-12-14,73.9,51.1,0
2025-12-13,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),8492,7674,7033,7953,7129,2025-12-14,91.6,50.9,0
2025-12-13,North West,111AJ3,North West including Blackpool (ML CSU),8736,7946,2770,8736,7936,2025-12-14,34.9,52.4,0
2025-12-13,South East,111AA6,Isle of Wight,353,314,249,327,315,2025-12-14,79.3,51.0,0
2025-12-13,South East,111AG9,Thames Valley,3351,3001,783,3351,2818,2025-12-14,26.1,52.8,0
2025-12-13,South East,111AH9,Hampshire and Surrey Heath,3100,2798,811,3100,2609,2025-12-14,29.0,52.6,0
2025-12-13,South East,111AI2,Surrey Heartlands,1305,1215,1183,1224,1069,2025-12-14,97.4,50.2,1
2025-12-13,South East,111AI9,"Kent, Medway & Sussex",4771,3769,1302,4422,3769,2025-12-14,34.5,54.0,0
2025-12-13,South West,111AI4,Dorset (DHC),1215,1039,860,1072,1041,2025-12-14,82.8,50.8,0
2025-12-13,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1700,1471,1280,1477,1471,2025-12-14,87.0,50.1,0
2025-12-13,South West,111AL2,Devon (PPG),2004,1859,1799,1866,1644,2025-12-14,96.8,50.1,1
2025-12-13,South West,111AL3,Cornwall (HUC),927,907,842,927,813,2025-12-14,92.8,50.5,0
2025-12-13,South West,111AL5,Somerset (HUC),800,787,744,800,649,2025-12-14,94.5,50.4,0
2025-12-13,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1563,1444,1408,1469,1351,2025-12-14,97.5,50.4,1
2025-12-13,South West,111AL8,Gloucestershire (Trust/IC24),986,903,613,958,952,2025-12-14,67.9,51.5,0
2025-12-14,East of England,111AC5,Cambridgeshire and Peterborough,1255,1223,1006,1255,985,2025-12-14,82.3,50.6,0
2025-12-14,East of England,111AC7,Milton Keynes,311,311,301,311,291,2025-12-14,96.8,50.0,1
2025-12-14,East of England,111AG7,Luton and Bedfordshire,977,948,790,977,846,2025-12-14,83.3,50.8,0
2025-12-14,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1373,1294,932,1329,1263,2025-12-14,72.0,50.7,0
2025-12-14,East of England,111AH4,Mid & South Essex,1768,1667,1203,1711,1533,2025-12-14,72.2,50.7,0
2025-12-14,East of England,111AH7,North East Essex & Suffolk,1466,1340,1091,1362,1199,2025-12-14,81.4,50.4,0
2025-12-14,East of England,111AM1,West Essex & Hertfordshire,1745,1713,1431,1745,1633,2025-12-14,83.5,50.5,0
2025-12-14,London,111AD7,South East London,1745,1703,1616,1712,1546,2025-12-14,94.9,50.1,0
2025-12-14,London,111AH5,North East London,2236,2178,2058,2190,2286,2025-12-14,94.5,50.1,0
2025-12-14,London,111AJ1,North West London,2098,2020,1799,2040,1881,2025-12-14,89.1,50.2,0
2025-12-14,London,111AK9,South West London (PPG),1582,1536,1263,1554,1568,2025-12-14,82.2,50.3,0
2025-12-14,London,111AL9,North Central London (LAS),1361,1307,1220,1324,1234,2025-12-14,93.3,50.3,0
2025-12-14,Midlands,111AL7,Midlands,12581,12531,12126,12581,11828,2025-12-14,96.8,50.1,1
2025-12-14,North East and Yorkshire,111AA1,North East,3752,3257,2405,3440,3003,2025-12-14,73.8,51.4,0
2025-12-14,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),7761,7153,6235,7403,6528,2025-12-14,87.2,50.9,0
2025-12-14,North West,111AJ3,North West including Blackpool (ML CSU),7754,7116,2927,7754,7192,2025-12-14,41.1,52.1,0
2025-12-14,South East,111AA6,Isle of Wight,346,288,196,314,288,2025-12-14,68.1,52.2,0
2025-12-14,South East,111AG9,Thames Valley,3037,2811,946,3037,2689,2025-12-14,33.7,51.9,0
2025-12-14,South East,111AH9,Hampshire and Surrey Heath,2756,2524,900,2756,2351,2025-12-14,35.7,52.2,0
2025-12-14,South East,111AI2,Surrey Heartlands,1136,1059,838,1072,941,2025-12-14,79.1,50.3,0
2025-12-14,South East,111AI9,"Kent, Medway & Sussex",4224,3373,1363,3891,3373,2025-12-14,40.4,53.6,0
2025-12-14,South West,111AI4,Dorset (DHC),1146,987,732,1023,944,2025-12-14,74.2,50.9,0
2025-12-14,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1670,1435,834,1483,1366,2025-12-14,58.1,50.8,0
2025-12-14,South West,111AL2,Devon (PPG),1909,1757,1416,1774,1553,2025-12-14,80.6,50.2,0
2025-12-14,South West,111AL3,Cornwall (HUC),867,853,745,867,721,2025-12-14,87.3,50.4,0
2025-12-14,South West,111AL5,Somerset (HUC),765,742,601,765,605,2025-12-14,81.0,50.8,0
2025-12-14,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1548,1434,1171,1465,1306,2025-12-14,81.7,50.5,0
2025-12-14,South West,111AL8,Gloucestershire (Trust/IC24),878,840,634,863,862,2025-12-14,75.5,50.7,0
2025-12-15,East of England,111AC5,Cambridgeshire and Peterborough,1142,1132,1045,1142,895,2025-12-21,92.3,50.2,0
2025-12-15,East of England,111AC7,Milton Keynes,285,283,280,285,266,2025-12-21,98.9,50.2,1
2025-12-15,East of England,111AG7,Luton and Bedfordshire,882,867,818,882,737,2025-12-21,94.3,50.4,0
2025-12-15,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,880,849,833,850,853,2025-12-21,98.1,50.0,1
2025-12-15,East of England,111AH4,Mid & South Essex,1253,1156,776,1216,1088,2025-12-21,67.1,51.3,0
2025-12-15,East of England,111AH7,North East Essex & Suffolk,1125,1005,729,1019,882,2025-12-21,72.5,50.3,0
2025-12-15,East of England,111AM1,West Essex & Hertfordshire,1395,1370,1283,1395,1298,2025-12-21,93.6,50.5,0
2025-12-15,London,111AD7,South East London,1679,1609,1309,1638,1483,2025-12-21,81.4,50.4,0
2025-12-15,London,111AH5,North East London,2542,2455,1960,2497,2468,2025-12-21,79.8,50.4,0
2025-12-15,London,111AJ1,North West London,2042,1944,1416,1992,1900,2025-12-21,72.8,50.6,0
2025-12-15,London,111AK9,South West London (PPG),1566,1506,1081,1530,1511,2025-12-21,71.8,50.4,0
2025-12-15,London,111AL9,North Central London (LAS),1366,1299,905,1333,1197,2025-12-21,69.7,50.6,0
2025-12-15,Midlands,111AL7,Midlands,11030,11010,10944,11030,10420,2025-12-21,99.4,50.0,1
2025-12-15,North East and Yorkshire,111AA1,North East,3779,3111,2208,3324,2872,2025-12-21,71.0,51.7,0
2025-12-15,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6724,5701,4557,6094,5276,2025-12-21,79.9,51.7,0
2025-12-15,North West,111AJ3,North West including Blackpool (ML CSU),6544,6108,3022,6544,5758,2025-12-21,49.5,51.7,0
2025-12-15,South East,111AA6,Isle of Wight,282,238,182,256,244,2025-12-21,76.5,51.8,0
2025-12-15,South East,111AG9,Thames Valley,2680,2499,1297,2680,2313,2025-12-21,51.9,51.7,0
2025-12-15,South East,111AH9,Hampshire and Surrey Heath,2191,2033,1032,2191,1892,2025-12-21,50.8,51.9,0
2025-12-15,South East,111AI2,Surrey Heartlands,943,848,598,856,726,2025-12-21,70.5,50.2,0
2025-12-15,South East,111AI9,"Kent, Medway & Sussex",3877,3099,1433,3585,3099,2025-12-21,46.2,53.6,0
2025-12-15,South West,111AI4,Dorset (DHC),1096,956,835,971,944,2025-12-21,87.3,50.4,0
2025-12-15,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1149,1036,677,1054,1020,2025-12-21,65.3,50.4,0
2025-12-15,South West,111AL2,Devon (PPG),1344,1209,914,1232,1064,2025-12-21,75.6,50.5,0
2025-12-15,South West,111AL3,Cornwall (HUC),556,545,500,556,504,2025-12-21,91.7,50.5,0
2025-12-15,South West,111AL5,Somerset (HUC),601,588,549,601,502,2025-12-21,93.4,50.5,0
2025-12-15,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1251,1130,820,1166,1060,2025-12-21,72.6,50.8,0
2025-12-15,South West,111AL8,Gloucestershire (Trust/IC24),704,644,418,679,611,2025-12-21,64.9,51.3,0
2025-12-16,East of England,111AC5,Cambridgeshire and Peterborough,1003,996,932,1003,801,2025-12-21,93.6,50.2,0
2025-12-16,East of England,111AC7,Milton Keynes,259,259,255,259,245,2025-12-21,98.5,50.0,1
2025-12-16,East of England,111AG7,Luton and Bedfordshire,804,794,726,804,636,2025-12-21,91.4,50.3,0
2025-12-16,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,857,825,821,829,832,2025-12-21,99.5,50.1,1
2025-12-16,East of England,111AH4,Mid & South Essex,984,933,858,941,908,2025-12-21,92.0,50.2,0
2025-12-16,East of England,111AH7,North East Essex & Suffolk,990,914,900,916,802,2025-12-21,98.5,50.1,1
2025-12-16,East of England,111AM1,West Essex & Hertfordshire,1295,1276,1186,1295,1183,2025-12-21,92.9,50.4,0
2025-12-16,London,111AD7,South East London,1589,1536,1413,1550,1386,2025-12-21,92.0,50.2,0
2025-12-16,London,111AH5,North East London,2187,2109,1954,2139,2146,2025-12-21,92.7,50.4,0
2025-12-16,London,111AJ1,North West London,1803,1744,1601,1758,1697,2025-12-21,91.8,50.2,0
2025-12-16,London,111AK9,South West London (PPG),1216,1184,1155,1191,1243,2025-12-21,97.6,50.1,1
2025-12-16,London,111AL9,North Central London (LAS),1185,1121,981,1134,1011,2025-12-21,87.5,50.3,0
2025-12-16,Midlands,111AL7,Midlands,9561,9529,9362,9561,8928,2025-12-21,98.2,50.1,1
2025-12-16,North East and Yorkshire,111AA1,North East,3162,2880,2786,2902,2566,2025-12-21,96.7,50.2,1
2025-12-16,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5704,4981,4573,5315,4591,2025-12-21,91.8,51.6,0
2025-12-16,North West,111AJ3,North West including Blackpool (ML CSU),5495,5268,3305,5495,4985,2025-12-21,62.7,51.1,0
2025-12-16,South East,111AA6,Isle of Wight,255,195,110,233,194,2025-12-21,56.4,54.4,0
2025-12-16,South East,111AG9,Thames Valley,2284,2238,1911,2284,2063,2025-12-21,85.4,50.5,0
2025-12-16,South East,111AH9,Hampshire and Surrey Heath,1971,1924,1695,1971,1812,2025-12-21,88.1,50.6,0
2025-12-16,South East,111AI2,Surrey Heartlands,711,667,655,671,578,2025-12-21,98.2,50.1,1
2025-12-16,South East,111AI9,"Kent, Medway & Sussex",3460,2950,1883,3163,2950,2025-12-21,63.8,51.7,0
2025-12-16,South West,111AI4,Dorset (DHC),907,786,705,794,769,2025-12-21,89.7,50.3,0
2025-12-16,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",990,923,792,926,909,2025-12-21,85.8,50.1,0
2025-12-16,South West,111AL2,Devon (PPG),1025,960,933,961,859,2025-12-21,97.2,50.0,1
2025-12-16,South West,111AL3,Cornwall (HUC),448,445,409,448,410,2025-12-21,91.9,50.2,0
2025-12-16,South West,111AL5,Somerset (HUC),544,535,493,544,437,2025-12-21,92.1,50.4,0
2025-12-16,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",935,885,871,886,864,2025-12-21,98.4,50.0,1
2025-12-16,South West,111AL8,Gloucestershire (Trust/IC24),576,548,515,553,530,2025-12-21,94.0,50.2,0
2025-12-17,East of England,111AC5,Cambridgeshire and Peterborough,906,889,820,906,669,2025-12-21,92.2,50.5,0
2025-12-17,East of England,111AC7,Milton Keynes,254,254,254,254,234,2025-12-21,100.0,50.0,1
2025-12-17,East of England,111AG7,Luton and Bedfordshire,719,708,675,719,626,2025-12-21,95.3,50.4,1
2025-12-17,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,808,760,750,761,763,2025-12-21,98.7,50.0,1
2025-12-17,East of England,111AH4,Mid & South Essex,981,935,908,940,879,2025-12-21,97.1,50.1,1
2025-12-17,East of England,111AH7,North East Essex & Suffolk,872,811,769,815,709,2025-12-21,94.8,50.1,0
2025-12-17,East of England,111AM1,West Essex & Hertfordshire,1168,1155,1105,1168,1069,2025-12-21,95.7,50.3,1
2025-12-17,London,111AD7,South East London,1410,1372,1304,1382,1230,2025-12-21,95.0,50.2,1
2025-12-17,London,111AH5,North East London,2062,2017,1941,2027,2060,2025-12-21,96.2,50.1,1
2025-12-17,London,111AJ1,North West London,1668,1608,1520,1625,1545,2025-12-21,94.5,50.3,0
2025-12-17,London,111AK9,South West London (PPG),1196,1174,1112,1179,1214,2025-12-21,94.7,50.1,0
2025-12-17,London,111AL9,North Central London (LAS),1173,1114,1028,1127,1013,2025-12-21,92.3,50.3,0
2025-12-17,Midlands,111AL7,Midlands,8951,8938,8937,8951,8404,2025-12-21,100.0,50.0,1
2025-12-17,North East and Yorkshire,111AA1,North East,3030,2729,2684,2739,2399,2025-12-21,98.4,50.1,1
2025-12-17,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5607,4957,4363,5174,4554,2025-12-21,88.0,51.1,0
2025-12-17,North West,111AJ3,North West including Blackpool (ML CSU),5179,4913,3202,5179,4580,2025-12-21,65.2,51.3,0
2025-12-17,South East,111AA6,Isle of Wight,278,228,149,264,218,2025-12-21,65.4,53.7,0
2025-12-17,South East,111AG9,Thames Valley,2171,2137,1850,2171,1971,2025-12-21,86.6,50.4,0
2025-12-17,South East,111AH9,Hampshire and Surrey Heath,1928,1896,1651,1928,1757,2025-12-21,87.1,50.4,0
2025-12-17,South East,111AI2,Surrey Heartlands,655,624,586,626,545,2025-12-21,93.9,50.1,0
2025-12-17,South East,111AI9,"Kent, Medway & Sussex",3217,2839,2091,2969,2839,2025-12-21,73.7,51.1,0
2025-12-17,South West,111AI4,Dorset (DHC),869,736,659,744,725,2025-12-21,89.5,50.3,0
2025-12-17,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1021,955,801,958,927,2025-12-21,83.9,50.1,0
2025-12-17,South West,111AL2,Devon (PPG),1051,998,935,1003,907,2025-12-21,93.7,50.1,0
2025-12-17,South West,111AL3,Cornwall (HUC),429,419,387,429,404,2025-12-21,92.4,50.6,0
2025-12-17,South West,111AL5,Somerset (HUC),510,503,468,510,419,2025-12-21,93.0,50.3,0
2025-12-17,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",911,847,811,863,823,2025-12-21,95.7,50.5,1
2025-12-17,South West,111AL8,Gloucestershire (Trust/IC24),536,516,505,518,491,2025-12-21,97.9,50.1,1
2025-12-18,East of England,111AC5,Cambridgeshire and Peterborough,858,838,766,858,704,2025-12-21,91.4,50.6,0
2025-12-18,East of England,111AC7,Milton Keynes,215,213,212,215,210,2025-12-21,99.5,50.2,1
2025-12-18,East of England,111AG7,Luton and Bedfordshire,758,745,688,758,647,2025-12-21,92.3,50.4,0
2025-12-18,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,734,692,669,700,687,2025-12-21,96.7,50.3,1
2025-12-18,East of England,111AH4,Mid & South Essex,1005,953,841,975,899,2025-12-21,88.2,50.6,0
2025-12-18,East of England,111AH7,North East Essex & Suffolk,866,822,778,826,695,2025-12-21,94.6,50.1,0
2025-12-18,East of England,111AM1,West Essex & Hertfordshire,1214,1195,1104,1214,1105,2025-12-21,92.4,50.4,0
2025-12-18,London,111AD7,South East London,1450,1400,1388,1410,1277,2025-12-21,99.1,50.2,1
2025-12-18,London,111AH5,North East London,2029,1980,1960,1993,2001,2025-12-21,99.0,50.2,1
2025-12-18,London,111AJ1,North West London,1705,1640,1592,1655,1631,2025-12-21,97.1,50.2,1
2025-12-18,London,111AK9,South West London (PPG),1157,1132,1078,1143,1182,2025-12-21,95.2,50.2,1
2025-12-18,London,111AL9,North Central London (LAS),1097,1049,1037,1055,972,2025-12-21,98.9,50.1,1
2025-12-18,Midlands,111AL7,Midlands,9143,9123,9070,9143,8505,2025-12-21,99.4,50.1,1
2025-12-18,North East and Yorkshire,111AA1,North East,2994,2673,2545,2713,2413,2025-12-21,95.2,50.4,1
2025-12-18,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5684,4814,3023,5321,4410,2025-12-21,62.8,52.5,0
2025-12-18,North West,111AJ3,North West including Blackpool (ML CSU),5156,4853,3306,5156,4585,2025-12-21,68.1,51.5,0
2025-12-18,South East,111AA6,Isle of Wight,250,227,170,243,233,2025-12-21,74.9,51.7,0
2025-12-18,South East,111AG9,Thames Valley,2180,2136,1892,2180,1982,2025-12-21,88.6,50.5,0
2025-12-18,South East,111AH9,Hampshire and Surrey Heath,1828,1782,1572,1828,1651,2025-12-21,88.2,50.6,0
2025-12-18,South East,111AI2,Surrey Heartlands,716,680,651,687,599,2025-12-21,95.7,50.3,1
2025-12-18,South East,111AI9,"Kent, Medway & Sussex",3146,2585,1265,2898,2585,2025-12-21,48.9,52.9,0
2025-12-18,South West,111AI4,Dorset (DHC),929,814,669,823,796,2025-12-21,82.2,50.3,0
2025-12-18,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",934,893,744,898,849,2025-12-21,83.3,50.1,0
2025-12-18,South West,111AL2,Devon (PPG),1042,988,939,997,887,2025-12-21,95.0,50.2,1
2025-12-18,South West,111AL3,Cornwall (HUC),532,523,458,532,487,2025-12-21,87.6,50.4,0
2025-12-18,South West,111AL5,Somerset (HUC),500,493,453,500,405,2025-12-21,91.9,50.4,0
2025-12-18,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",919,872,842,890,819,2025-12-21,96.6,50.5,1
2025-12-18,South West,111AL8,Gloucestershire (Trust/IC24),512,479,415,495,462,2025-12-21,86.6,50.8,0
2025-12-19,East of England,111AC5,Cambridgeshire and Peterborough,955,922,835,955,781,2025-12-21,90.6,50.9,0
2025-12-19,East of England,111AC7,Milton Keynes,274,274,271,274,257,2025-12-21,98.9,50.0,1
2025-12-19,East of England,111AG7,Luton and Bedfordshire,737,721,677,737,607,2025-12-21,93.9,50.5,0
